date,numbers,number of full data,number of train data,start,end,acc,loss,recall,precision,F1_micro,F1_macro,average_acc,,,,,,,,,,,,,
51:36.3,4,2000,1600,40000,42000,85.50%,32.75%,85.50%,85.50%,85.50%,85.48%,89.00%,,,,,,,,,,,,,
19:27.8,5,2000,1600,40000,42000,89.50%,25.25%,89.50%,89.50%,89.50%,89.42%,89.10%,,,,,,,,,,,,,
47:02.3,6,2000,1600,40000,42000,90.00%,34.04%,90.00%,90.00%,90.00%,90.00%,89.25%,,,,,,,,,,,,,
14:51.4,7,2000,1600,40000,42000,89.50%,27.55%,89.50%,89.50%,89.50%,89.50%,89.29%,,,,,,,,,,,,,
42:38.3,8,2000,1600,40000,42000,53.00%,69.18%,53.00%,53.00%,53.00%,34.64%,84.75%,,,,,,,,,,,,,
10:21.1,9,2000,1600,40000,42000,92.50%,21.86%,92.50%,92.50%,92.50%,92.46%,85.61%,,,,,,,,,,,,,
38:05.8,10,2000,1600,40000,42000,89.00%,25.45%,89.00%,89.00%,89.00%,89.00%,85.95%,,,,,,,,,,,,,
05:52.9,1,2000,1600,42000,44000,88.00%,33.08%,88.00%,88.00%,88.00%,87.27%,88.00%,,,,,,,,,,,,,
33:36.3,2,2000,1600,42000,44000,87.50%,36.65%,87.50%,87.50%,87.50%,87.11%,87.75%,,,,,,,,,,,,,
01:38.7,3,2000,1600,42000,44000,83.50%,43.15%,83.50%,83.50%,83.50%,83.19%,86.33%,,,,,,,,,,,,,
29:24.0,4,2000,1600,42000,44000,87.50%,38.64%,87.50%,87.50%,87.50%,87.06%,86.62%,,,,,,,,,,,,,
57:32.4,5,2000,1600,42000,44000,82.50%,44.06%,82.50%,82.50%,82.50%,82.27%,85.80%,,,,,,,,,,,,,
25:18.6,6,2000,1600,42000,44000,82.00%,59.85%,82.00%,82.00%,82.00%,81.78%,85.17%,,,,,,,,,,,,,
52:58.5,7,2000,1600,42000,44000,86.50%,35.39%,86.50%,86.50%,86.50%,86.12%,85.36%,,,,,,,,,,,,,
21:00.3,8,2000,1600,42000,44000,84.00%,46.52%,84.00%,84.00%,84.00%,83.63%,85.19%,,,,,,,,,,,,,
48:59.1,9,2000,1600,42000,44000,87.50%,33.79%,87.50%,87.50%,87.50%,86.31%,85.44%,,,,,,,,,,,,,
16:50.5,10,2000,1600,42000,44000,86.50%,36.74%,86.50%,86.50%,86.50%,86.02%,85.55%,,,,,,,,,,,,,
44:45.1,1,2000,1600,44000,46000,91.00%,26.24%,91.00%,91.00%,91.00%,90.98%,91.00%,,,,,,,,,,,,,
12:38.0,2,2000,1600,44000,46000,90.00%,24.58%,90.00%,90.00%,90.00%,90.00%,90.50%,,,,,,,,,,,,,
40:24.3,3,2000,1600,44000,46000,90.00%,30.76%,90.00%,90.00%,90.00%,89.94%,90.33%,,,,,,,,,,,,,
08:02.7,4,2000,1600,44000,46000,88.00%,39.06%,88.00%,88.00%,88.00%,87.92%,89.75%,,,,,,,,,,,,,
35:43.6,5,2000,1600,44000,46000,87.00%,36.88%,87.00%,87.00%,87.00%,86.74%,89.20%,,,,,,,,,,,,,
03:46.0,6,2000,1600,44000,46000,87.50%,38.26%,87.50%,87.50%,87.50%,87.30%,88.92%,,,,,,,,,,,,,
31:32.5,7,2000,1600,44000,46000,85.50%,33.21%,85.50%,85.50%,85.50%,85.31%,88.43%,,,,,,,,,,,,,
59:09.3,8,2000,1600,44000,46000,89.50%,24.36%,89.50%,89.50%,89.50%,89.44%,88.56%,,,,,,,,,,,,,
26:42.8,9,2000,1600,44000,46000,90.00%,33.28%,90.00%,90.00%,90.00%,89.98%,88.72%,,,,,,,,,,,,,
54:35.9,10,2000,1600,44000,46000,89.00%,28.08%,89.00%,89.00%,89.00%,88.95%,88.75%,,,,,,,,,,,,,
22:24.3,1,2000,1600,46000,48000,90.50%,29.83%,90.50%,90.50%,90.50%,90.48%,90.50%,,,,,,,,,,,,,
50:16.5,2,2000,1600,46000,48000,91.00%,24.87%,91.00%,91.00%,91.00%,90.91%,90.75%,,,,,,,,,,,,,
17:54.3,3,2000,1600,46000,48000,90.50%,23.22%,90.50%,90.50%,90.50%,90.46%,90.67%,,,,,,,,,,,,,
45:53.3,4,2000,1600,46000,48000,90.00%,27.96%,90.00%,90.00%,90.00%,89.92%,90.50%,,,,,,,,,,,,,
13:33.7,5,2000,1600,46000,48000,91.00%,22.36%,91.00%,91.00%,91.00%,90.93%,90.60%,,,,,,,,,,,,,
41:12.3,6,2000,1600,46000,48000,90.50%,22.15%,90.50%,90.50%,90.50%,90.46%,90.58%,,,,,,,,,,,,,
08:42.9,7,2000,1600,46000,48000,89.00%,27.02%,89.00%,89.00%,89.00%,88.78%,90.36%,,,,,,,,,,,,,
36:24.7,8,2000,1600,46000,48000,87.50%,33.49%,87.50%,87.50%,87.50%,87.49%,90.00%,,,,,,,,,,,,,
04:19.5,9,2000,1600,46000,48000,86.50%,37.20%,86.50%,86.50%,86.50%,86.48%,89.61%,,,,,,,,,,,,,
32:00.9,10,2000,1600,46000,48000,85.00%,32.75%,85.00%,85.00%,85.00%,84.44%,89.15%,,,,,,,,,,,,,
59:49.1,1,2000,1600,48000,50000,89.00%,33.59%,89.00%,89.00%,89.00%,88.78%,89.00%,,,,,,,,,,,,,
27:42.1,2,2000,1600,48000,50000,91.00%,28.73%,91.00%,91.00%,91.00%,90.99%,90.00%,,,,,,,,,,,,,
55:22.4,3,2000,1600,48000,50000,89.00%,29.83%,89.00%,89.00%,89.00%,88.93%,89.67%,,,,,,,,,,,,,
23:00.2,4,2000,1600,48000,50000,89.00%,26.40%,89.00%,89.00%,89.00%,88.78%,89.50%,,,,,,,,,,,,,
50:39.4,5,2000,1600,48000,50000,91.00%,28.76%,91.00%,91.00%,91.00%,90.99%,89.80%,,,,,,,,,,,,,
18:20.6,6,2000,1600,48000,50000,46.50%,69.59%,46.50%,46.50%,46.50%,31.74%,82.58%,,,,,,,,,,,,,
46:00.9,7,2000,1600,48000,50000,86.00%,38.27%,86.00%,86.00%,86.00%,85.53%,83.07%,,,,,,,,,,,,,
13:33.8,8,2000,1600,48000,50000,91.50%,24.27%,91.50%,91.50%,91.50%,91.45%,84.13%,,,,,,,,,,,,,
41:03.6,9,2000,1600,48000,50000,87.00%,31.07%,87.00%,87.00%,87.00%,86.70%,84.44%,,,,,,,,,,,,,
09:07.8,10,2000,1600,48000,50000,90.50%,26.42%,90.50%,90.50%,90.50%,90.37%,85.05%,,,,,,,,,,,,,
29:39.4,1,5000,4000,0,5000,87.20%,31.00%,87.20%,87.20%,87.20%,86.83%,87.20%,,,,,,,,,,,,,
25:01.0,2,5000,4000,0,5000,90.00%,28.06%,90.00%,90.00%,90.00%,89.94%,88.60%,,,,,,,,,,,,,
19:47.7,3,5000,4000,0,5000,90.20%,24.67%,90.20%,90.20%,90.20%,90.13%,89.13%,,,,,,,,,,,,,
14:43.9,4,5000,4000,0,5000,89.80%,22.61%,89.80%,89.80%,89.80%,89.78%,89.30%,,,,,,,,,,,,,
09:48.2,5,5000,4000,0,5000,90.60%,22.18%,90.60%,90.60%,90.60%,90.54%,89.56%,,,,,,,,,,,,,
04:40.1,6,5000,4000,0,5000,90.80%,26.32%,90.80%,90.80%,90.80%,90.78%,89.77%,,,,,,,,,,,,,
59:44.0,7,5000,4000,0,5000,91.80%,20.92%,91.80%,91.80%,91.80%,91.73%,90.06%,,,,,,,,,,,,,
55:12.3,8,5000,4000,0,5000,89.20%,27.22%,89.20%,89.20%,89.20%,89.20%,89.95%,,,,,,,,,,,,,
50:18.5,9,5000,4000,0,5000,91.60%,22.19%,91.60%,91.60%,91.60%,91.60%,90.13%,,,,,,,,,,,,,
45:11.1,10,5000,4000,0,5000,90.40%,24.51%,90.40%,90.40%,90.40%,90.28%,90.16%,,,,,,,,,,,,,
41:03.7,1,5000,4000,5000,10000,90.60%,24.08%,90.60%,90.60%,90.60%,90.38%,90.60%,,,,,,,,,,,,,
36:06.6,2,5000,4000,5000,10000,91.60%,20.72%,91.60%,91.60%,91.60%,91.52%,91.10%,,,,,,,,,,,,,
31:34.9,3,5000,4000,5000,10000,92.00%,20.51%,92.00%,92.00%,92.00%,91.92%,91.40%,,,,,,,,,,,,,
26:22.6,4,5000,4000,5000,10000,91.80%,21.85%,91.80%,91.80%,91.80%,91.67%,91.50%,,,,,,,,,,,,,
21:08.8,5,5000,4000,5000,10000,90.40%,23.60%,90.40%,90.40%,90.40%,90.34%,91.28%,,,,,,,,,,,,,
16:02.4,6,5000,4000,5000,10000,90.60%,22.45%,90.60%,90.60%,90.60%,90.49%,91.17%,,,,,,,,,,,,,
10:55.6,7,5000,4000,5000,10000,91.80%,21.70%,91.80%,91.80%,91.80%,91.69%,91.26%,,,,,,,,,,,,,
05:51.6,8,5000,4000,5000,10000,91.20%,22.01%,91.20%,91.20%,91.20%,91.12%,91.25%,,,,,,,,,,,,,
00:46.8,9,5000,4000,5000,10000,85.00%,33.18%,85.00%,85.00%,85.00%,84.99%,90.56%,,,,,,,,,,,,,
55:38.2,10,5000,4000,5000,10000,90.40%,23.82%,90.40%,90.40%,90.40%,90.39%,90.54%,,,,,,,,,,,,,
44:24.3,1,5000,4000,10000,15000,87.00%,40.25%,87.00%,87.00%,87.00%,87.00%,87.00%,,,,,,,,,,,,,
13:10.2,2,5000,4000,10000,15000,90.00%,29.95%,90.00%,90.00%,90.00%,89.99%,88.50%,,,,,,,,,,,,,
42:55.9,3,5000,4000,10000,15000,88.80%,35.92%,88.80%,88.80%,88.80%,88.79%,88.60%,,,,,,,,,,,,,
11:49.9,4,5000,4000,10000,15000,89.40%,29.54%,89.40%,89.40%,89.40%,89.38%,88.80%,,,,,,,,,,,,,
41:28.0,5,5000,4000,10000,15000,87.80%,40.44%,87.80%,87.80%,87.80%,87.73%,88.60%,,,,,,,,,,,,,
11:56.7,6,5000,4000,10000,15000,89.60%,26.77%,89.60%,89.60%,89.60%,89.59%,88.77%,,,,,,,,,,,,,
40:32.4,7,5000,4000,10000,15000,86.60%,40.39%,86.60%,86.60%,86.60%,86.55%,88.46%,,,,,,,,,,,,,
09:32.0,8,5000,4000,10000,15000,89.00%,30.86%,89.00%,89.00%,89.00%,88.95%,88.53%,,,,,,,,,,,,,
37:37.6,9,5000,4000,10000,15000,88.60%,39.75%,88.60%,88.60%,88.60%,88.60%,88.53%,,,,,,,,,,,,,
06:14.5,10,5000,4000,10000,15000,89.20%,31.54%,89.20%,89.20%,89.20%,89.20%,88.60%,,,,,,,,,,,,,
34:52.8,1,5000,4000,15000,20000,87.60%,37.37%,87.60%,87.60%,87.60%,87.50%,87.60%,,,,,,,,,,,,,
03:43.8,2,5000,4000,15000,20000,88.40%,28.59%,88.40%,88.40%,88.40%,88.40%,88.00%,,,,,,,,,,,,,
32:35.5,3,5000,4000,15000,20000,87.40%,30.37%,87.40%,87.40%,87.40%,87.39%,87.80%,,,,,,,,,,,,,
01:25.2,4,5000,4000,15000,20000,89.00%,31.07%,89.00%,89.00%,89.00%,88.95%,88.10%,,,,,,,,,,,,,
33:11.2,5,5000,4000,15000,20000,86.20%,36.36%,86.20%,86.20%,86.20%,86.01%,87.72%,,,,,,,,,,,,,
16:02.1,6,5000,4000,15000,20000,89.60%,27.64%,89.60%,89.60%,89.60%,89.60%,88.03%,,,,,,,,,,,,,
46:25.8,7,5000,4000,15000,20000,89.80%,26.19%,89.80%,89.80%,89.80%,89.78%,88.29%,,,,,,,,,,,,,
16:10.1,8,5000,4000,15000,20000,88.80%,26.84%,88.80%,88.80%,88.80%,88.80%,88.35%,,,,,,,,,,,,,
47:11.7,9,5000,4000,15000,20000,90.60%,24.55%,90.60%,90.60%,90.60%,90.59%,88.60%,,,,,,,,,,,,,
19:13.1,10,5000,4000,15000,20000,86.80%,35.62%,86.80%,86.80%,86.80%,86.76%,88.42%,,,,,,,,,,,,,
49:26.0,1,5000,4000,20000,25000,85.40%,38.86%,85.40%,85.40%,85.40%,85.40%,85.40%,,,,,,,,,,,,,
19:29.9,2,5000,4000,20000,25000,89.20%,29.10%,89.20%,89.20%,89.20%,89.16%,87.30%,,,,,,,,,,,,,
48:25.1,3,5000,4000,20000,25000,88.60%,28.56%,88.60%,88.60%,88.60%,88.57%,87.73%,,,,,,,,,,,,,
17:21.0,4,5000,4000,20000,25000,88.40%,32.45%,88.40%,88.40%,88.40%,88.37%,87.90%,,,,,,,,,,,,,
45:46.5,5,5000,4000,20000,25000,86.80%,34.53%,86.80%,86.80%,86.80%,86.29%,87.68%,,,,,,,,,,,,,
14:06.8,6,5000,4000,20000,25000,89.20%,26.54%,89.20%,89.20%,89.20%,89.12%,87.93%,,,,,,,,,,,,,
43:17.2,7,5000,4000,20000,25000,82.40%,42.92%,82.40%,82.40%,82.40%,81.21%,87.14%,,,,,,,,,,,,,
12:16.4,8,5000,4000,20000,25000,87.60%,29.09%,87.60%,87.60%,87.60%,87.58%,87.20%,,,,,,,,,,,,,
41:43.2,9,5000,4000,20000,25000,90.40%,28.46%,90.40%,90.40%,90.40%,90.25%,87.56%,,,,,,,,,,,,,
11:38.5,10,5000,4000,20000,25000,91.20%,23.54%,91.20%,91.20%,91.20%,91.13%,87.92%,,,,,,,,,,,,,
40:51.6,1,5000,4000,25000,30000,88.60%,27.67%,88.60%,88.60%,88.60%,88.60%,88.60%,,,,,,,,,,,,,
13:29.8,2,5000,4000,25000,30000,87.80%,31.93%,87.80%,87.80%,87.80%,87.80%,88.20%,,,,,,,,,,,,,
44:13.5,3,5000,4000,25000,30000,89.00%,29.04%,89.00%,89.00%,89.00%,88.96%,88.47%,,,,,,,,,,,,,
14:08.9,4,5000,4000,25000,30000,88.20%,33.52%,88.20%,88.20%,88.20%,88.18%,88.40%,,,,,,,,,,,,,
44:43.8,5,5000,4000,25000,30000,88.60%,34.10%,88.60%,88.60%,88.60%,88.60%,88.44%,,,,,,,,,,,,,
13:44.2,6,5000,4000,25000,30000,88.80%,34.62%,88.80%,88.80%,88.80%,88.79%,88.50%,,,,,,,,,,,,,
43:53.5,7,5000,4000,25000,30000,88.60%,28.49%,88.60%,88.60%,88.60%,88.60%,88.51%,,,,,,,,,,,,,
12:20.2,8,5000,4000,25000,30000,89.60%,32.35%,89.60%,89.60%,89.60%,89.60%,88.65%,,,,,,,,,,,,,
40:50.4,9,5000,4000,25000,30000,88.00%,38.99%,88.00%,88.00%,88.00%,88.00%,88.58%,,,,,,,,,,,,,
09:46.6,10,5000,4000,25000,30000,87.60%,31.97%,87.60%,87.60%,87.60%,87.57%,88.48%,,,,,,,,,,,,,
38:29.1,1,5000,4000,30000,35000,89.00%,27.01%,89.00%,89.00%,89.00%,88.98%,89.00%,,,,,,,,,,,,,
07:28.3,2,5000,4000,30000,35000,86.60%,40.19%,86.60%,86.60%,86.60%,86.57%,87.80%,,,,,,,,,,,,,
39:11.7,3,5000,4000,30000,35000,89.00%,29.14%,89.00%,89.00%,89.00%,89.00%,88.20%,,,,,,,,,,,,,
09:00.9,4,5000,4000,30000,35000,89.60%,30.78%,89.60%,89.60%,89.60%,89.60%,88.55%,,,,,,,,,,,,,
37:23.3,5,5000,4000,30000,35000,91.60%,28.25%,91.60%,91.60%,91.60%,91.60%,89.16%,,,,,,,,,,,,,
05:40.3,6,5000,4000,30000,35000,89.20%,27.69%,89.20%,89.20%,89.20%,89.15%,89.17%,,,,,,,,,,,,,
35:29.6,7,5000,4000,30000,35000,89.60%,32.36%,89.60%,89.60%,89.60%,89.53%,89.23%,,,,,,,,,,,,,
06:40.8,8,5000,4000,30000,35000,89.60%,27.48%,89.60%,89.60%,89.60%,89.60%,89.28%,,,,,,,,,,,,,
39:16.1,9,5000,4000,30000,35000,86.60%,31.94%,86.60%,86.60%,86.60%,86.55%,88.98%,,,,,,,,,,,,,
10:26.0,10,5000,4000,30000,35000,87.80%,34.36%,87.80%,87.80%,87.80%,87.80%,88.86%,,,,,,,,,,,,,
40:24.9,1,5000,4000,35000,40000,87.60%,34.57%,87.60%,87.60%,87.60%,87.58%,87.60%,,,,,,,,,,,,,
09:42.8,2,5000,4000,35000,40000,88.20%,29.88%,88.20%,88.20%,88.20%,88.19%,87.90%,,,,,,,,,,,,,
38:37.2,3,5000,4000,35000,40000,89.20%,30.18%,89.20%,89.20%,89.20%,89.18%,88.33%,,,,,,,,,,,,,
08:25.6,4,5000,4000,35000,40000,88.40%,29.38%,88.40%,88.40%,88.40%,88.37%,88.35%,,,,,,,,,,,,,
37:12.9,5,5000,4000,35000,40000,90.60%,30.73%,90.60%,90.60%,90.60%,90.56%,88.80%,,,,,,,,,,,,,
06:08.3,6,5000,4000,35000,40000,90.00%,30.47%,90.00%,90.00%,90.00%,89.94%,89.00%,,,,,,,,,,,,,
34:46.9,7,5000,4000,35000,40000,88.20%,34.36%,88.20%,88.20%,88.20%,88.19%,88.89%,,,,,,,,,,,,,
03:40.2,8,5000,4000,35000,40000,90.80%,27.49%,90.80%,90.80%,90.80%,90.80%,89.13%,,,,,,,,,,,,,
32:30.2,9,5000,4000,35000,40000,89.40%,33.03%,89.40%,89.40%,89.40%,89.40%,89.16%,,,,,,,,,,,,,
01:39.0,10,5000,4000,35000,40000,90.80%,24.63%,90.80%,90.80%,90.80%,90.80%,89.32%,,,,,,,,,,,,,
31:31.6,1,5000,4000,40000,45000,91.20%,25.39%,91.20%,91.20%,91.20%,91.19%,91.20%,,,,,,,,,,,,,
44:46.3,2,5000,4000,40000,45000,90.00%,31.25%,90.00%,90.00%,90.00%,89.98%,90.60%,,,,,,,,,,,,,
14:42.9,3,5000,4000,40000,45000,91.00%,24.91%,91.00%,91.00%,91.00%,90.97%,90.73%,,,,,,,,,,,,,
47:37.5,4,5000,4000,40000,45000,91.20%,24.14%,91.20%,91.20%,91.20%,91.16%,90.85%,,,,,,,,,,,,,
16:31.9,5,5000,4000,40000,45000,93.20%,20.72%,93.20%,93.20%,93.20%,93.17%,91.32%,,,,,,,,,,,,,
45:06.3,6,5000,4000,40000,45000,92.20%,24.88%,92.20%,92.20%,92.20%,92.17%,91.47%,,,,,,,,,,,,,
19:53.4,7,5000,4000,40000,45000,46.20%,69.41%,46.20%,46.20%,46.20%,31.60%,85.00%,,,,,,,,,,,,,
48:29.6,8,5000,4000,40000,45000,90.00%,27.45%,90.00%,90.00%,90.00%,89.86%,85.62%,,,,,,,,,,,,,
17:40.0,9,5000,4000,40000,45000,92.00%,22.81%,92.00%,92.00%,92.00%,91.94%,86.33%,,,,,,,,,,,,,
46:38.7,10,5000,4000,40000,45000,89.80%,24.37%,89.80%,89.80%,89.80%,89.80%,86.68%,,,,,,,,,,,,,
15:34.1,1,5000,4000,45000,50000,89.60%,31.79%,89.60%,89.60%,89.60%,89.59%,89.60%,,,,,,,,,,,,,
44:30.4,2,5000,4000,45000,50000,88.80%,31.80%,88.80%,88.80%,88.80%,88.80%,89.20%,,,,,,,,,,,,,
12:27.7,3,5000,4000,45000,50000,89.20%,25.05%,89.20%,89.20%,89.20%,89.20%,89.20%,,,,,,,,,,,,,
40:40.3,4,5000,4000,45000,50000,91.80%,22.36%,91.80%,91.80%,91.80%,91.80%,89.85%,,,,,,,,,,,,,
08:55.5,5,5000,4000,45000,50000,89.40%,28.63%,89.40%,89.40%,89.40%,89.34%,89.76%,,,,,,,,,,,,,
37:09.0,6,5000,4000,45000,50000,90.40%,26.06%,90.40%,90.40%,90.40%,90.38%,89.87%,,,,,,,,,,,,,
05:27.6,7,5000,4000,45000,50000,89.80%,24.58%,89.80%,89.80%,89.80%,89.80%,89.86%,,,,,,,,,,,,,
34:12.1,8,5000,4000,45000,50000,91.00%,25.49%,91.00%,91.00%,91.00%,91.00%,90.00%,,,,,,,,,,,,,
03:55.4,9,5000,4000,45000,50000,88.40%,34.46%,88.40%,88.40%,88.40%,88.36%,89.82%,,,,,,,,,,,,,
32:22.7,10,5000,4000,45000,50000,87.00%,39.46%,87.00%,87.00%,87.00%,86.91%,89.54%,,,,,,,,,,,,,
41:03.4,1,10000,8000,0,10000,88.60%,44.76%,88.60%,88.60%,88.60%,88.41%,88.60%,,,,,,,,,,,,,
20:48.6,2,10000,8000,0,10000,88.70%,31.91%,88.70%,88.70%,88.70%,88.58%,88.65%,,,,,,,,,,,,,
19:27.1,3,10000,8000,0,10000,90.70%,26.47%,90.70%,90.70%,90.70%,90.68%,89.33%,,,,,,,,,,,,,
20:21.8,4,10000,8000,0,10000,89.40%,27.92%,89.40%,89.40%,89.40%,89.38%,89.35%,,,,,,,,,,,,,
25:31.0,5,10000,8000,0,10000,90.00%,30.52%,90.00%,90.00%,90.00%,89.97%,89.48%,,,,,,,,,,,,,
26:45.4,6,10000,8000,0,10000,89.80%,29.88%,89.80%,89.80%,89.80%,89.79%,89.53%,,,,,,,,,,,,,
30:58.0,7,10000,8000,0,10000,89.40%,25.93%,89.40%,89.40%,89.40%,89.28%,89.51%,,,,,,,,,,,,,
33:37.6,8,10000,8000,0,10000,90.20%,25.79%,90.20%,90.20%,90.20%,90.16%,89.60%,,,,,,,,,,,,,
32:22.0,9,10000,8000,0,10000,87.50%,34.04%,87.50%,87.50%,87.50%,87.29%,89.37%,,,,,,,,,,,,,
31:26.4,10,10000,8000,0,10000,89.80%,31.36%,89.80%,89.80%,89.80%,89.69%,89.41%,,,,,,,,,,,,,
43:25.9,1,10000,8000,10000,20000,89.70%,32.02%,89.70%,89.70%,89.70%,89.69%,89.70%,,,,,,,,,,,,,
05:36.0,1,10000,8000,10000,20000,89.40%,26.65%,89.40%,89.40%,89.40%,89.35%,89.40%,,,,,,,,,,,,,
23:45.4,2,10000,8000,10000,20000,87.50%,38.48%,87.50%,87.50%,87.50%,87.28%,88.45%,,,,,,,,,,,,,
41:52.4,3,10000,8000,10000,20000,88.70%,29.55%,88.70%,88.70%,88.70%,88.70%,88.53%,,,,,,,,,,,,,
59:48.4,4,10000,8000,10000,20000,89.70%,26.19%,89.70%,89.70%,89.70%,89.65%,88.83%,,,,,,,,,,,,,
17:51.0,5,10000,8000,10000,20000,90.10%,26.08%,90.10%,90.10%,90.10%,90.07%,89.08%,,,,,,,,,,,,,
35:43.8,6,10000,8000,10000,20000,89.10%,26.61%,89.10%,89.10%,89.10%,89.10%,89.08%,,,,,,,,,,,,,
54:03.1,7,10000,8000,10000,20000,89.30%,26.57%,89.30%,89.30%,89.30%,89.29%,89.11%,,,,,,,,,,,,,
11:45.3,8,10000,8000,10000,20000,88.90%,29.56%,88.90%,88.90%,88.90%,88.90%,89.09%,,,,,,,,,,,,,
29:47.0,9,10000,8000,10000,20000,87.60%,37.44%,87.60%,87.60%,87.60%,87.57%,88.92%,,,,,,,,,,,,,
48:00.0,10,10000,8000,10000,20000,90.50%,31.91%,90.50%,90.50%,90.50%,90.48%,89.08%,,,,,,,,,,,,,
39:52.6,1,10000,8000,20000,30000,90.70%,24.12%,90.70%,90.70%,90.70%,90.69%,90.70%,,,,,,,,,,,,,
50:32.6,2,10000,8000,20000,30000,89.70%,31.47%,89.70%,89.70%,89.70%,89.48%,90.20%,,,,,,,,,,,,,
48:37.6,3,10000,8000,20000,30000,91.40%,27.80%,91.40%,91.40%,91.40%,91.39%,90.60%,,,,,,,,,,,,,
46:43.0,4,10000,8000,20000,30000,90.30%,25.19%,90.30%,90.30%,90.30%,90.29%,90.52%,,,,,,,,,,,,,
43:46.1,5,10000,8000,20000,30000,89.80%,27.58%,89.80%,89.80%,89.80%,89.66%,90.38%,,,,,,,,,,,,,
39:16.8,6,10000,8000,20000,30000,91.30%,27.32%,91.30%,91.30%,91.30%,91.24%,90.53%,,,,,,,,,,,,,
36:14.9,7,10000,8000,20000,30000,91.00%,27.05%,91.00%,91.00%,91.00%,90.92%,90.60%,,,,,,,,,,,,,
43:07.6,8,10000,8000,20000,30000,91.80%,21.66%,91.80%,91.80%,91.80%,91.75%,90.75%,,,,,,,,,,,,,
02:03.9,1,10000,8000,30000,40000,88.60%,30.85%,88.60%,88.60%,88.60%,88.60%,88.60%,,,,,,,,,,,,,
09:01.5,2,10000,8000,30000,40000,89.50%,32.47%,89.50%,89.50%,89.50%,89.49%,89.05%,,,,,,,,,,,,,
16:30.6,3,10000,8000,30000,40000,90.90%,30.01%,90.90%,90.90%,90.90%,90.90%,89.67%,,,,,,,,,,,,,
23:31.0,4,10000,8000,30000,40000,90.20%,27.12%,90.20%,90.20%,90.20%,90.19%,89.80%,,,,,,,,,,,,,
30:36.2,5,10000,8000,30000,40000,88.00%,40.75%,88.00%,88.00%,88.00%,87.90%,89.44%,,,,,,,,,,,,,
37:50.8,1,10000,8000,40000,50000,87.50%,49.84%,87.50%,87.50%,87.50%,87.47%,87.50%,,,,,,,,,,,,,
44:58.1,2,10000,8000,40000,50000,87.90%,35.86%,87.90%,87.90%,87.90%,87.90%,87.70%,,,,,,,,,,,,,
51:45.8,3,10000,8000,40000,50000,87.70%,34.33%,87.70%,87.70%,87.70%,87.70%,87.70%,,,,,,,,,,,,,
58:37.3,4,10000,8000,40000,50000,88.80%,32.28%,88.80%,88.80%,88.80%,88.80%,87.97%,,,,,,,,,,,,,
05:38.7,5,10000,8000,40000,50000,86.00%,52.49%,86.00%,86.00%,86.00%,85.92%,87.58%,,,,,,,,,,,,,
13:32.1,1,10000,8000,30000,40000,89.20%,34.25%,89.20%,89.20%,89.20%,89.20%,89.20%,,,,,,,,,,,,,
20:22.0,2,10000,8000,30000,40000,90.20%,27.54%,90.20%,90.20%,90.20%,90.20%,89.70%,,,,,,,,,,,,,
27:02.4,3,10000,8000,30000,40000,88.90%,28.07%,88.90%,88.90%,88.90%,88.90%,89.43%,,,,,,,,,,,,,
33:42.0,4,10000,8000,30000,40000,88.70%,29.78%,88.70%,88.70%,88.70%,88.68%,89.25%,,,,,,,,,,,,,
40:09.8,5,10000,8000,30000,40000,88.70%,31.49%,88.70%,88.70%,88.70%,88.70%,89.14%,,,,,,,,,,,,,
37:37.0,1,10000,8000,40000,50000,88.70%,33.42%,88.70%,88.70%,88.70%,88.69%,88.70%,,,,,,,,,,,,,
15:00.4,2,10000,8000,40000,50000,89.00%,31.48%,89.00%,89.00%,89.00%,88.97%,88.85%,,,,,,,,,,,,,
52:11.6,3,10000,8000,40000,50000,88.80%,35.25%,88.80%,88.80%,88.80%,88.80%,88.83%,,,,,,,,,,,,,
29:42.9,4,10000,8000,40000,50000,87.70%,37.97%,87.70%,87.70%,87.70%,87.70%,88.55%,,,,,,,,,,,,,
07:11.4,5,10000,8000,40000,50000,87.80%,33.06%,87.80%,87.80%,87.80%,87.77%,88.40%,,,,,,,,,,,,,
24:53.2,1,12500,10000,0,12500,89.36%,28.03%,89.36%,89.36%,89.36%,89.32%,89.36%,,,,,,,,,,,,,
26:54.9,2,12500,10000,0,12500,84.80%,37.92%,84.80%,84.80%,84.80%,84.77%,87.08%,,,,,,,,,,,,,
29:04.7,3,12500,10000,0,12500,89.44%,25.52%,89.44%,89.44%,89.44%,89.44%,87.87%,,,,,,,,,,,,,
31:24.6,4,12500,10000,0,12500,90.96%,22.86%,90.96%,90.96%,90.96%,90.93%,88.64%,,,,,,,,,,,,,
33:31.6,5,12500,10000,0,12500,89.12%,33.09%,89.12%,89.12%,89.12%,89.04%,88.74%,,,,,,,,,,,,,
35:37.5,1,12500,10000,12500,25000,87.44%,32.01%,87.44%,87.44%,87.44%,87.44%,87.44%,,,,,,,,,,,,,
37:51.2,2,12500,10000,12500,25000,89.04%,34.26%,89.04%,89.04%,89.04%,88.91%,88.24%,,,,,,,,,,,,,
39:58.4,3,12500,10000,12500,25000,88.80%,31.78%,88.80%,88.80%,88.80%,88.67%,88.43%,,,,,,,,,,,,,
41:56.6,4,12500,10000,12500,25000,88.64%,28.89%,88.64%,88.64%,88.64%,88.60%,88.48%,,,,,,,,,,,,,
