date,numbers,number of full data,number of train data,start,end,acc,loss,recall,precision,F1_micro,F1_macro,average_acc
36:49.6,3,500,543,26000,26500,85.00%,45.45%,85.00%,85.00%,85.00%,84.82%,84.00%
41:35.7,4,500,543,26000,26500,84.00%,57.77%,84.00%,84.00%,84.00%,83.68%,84.00%
46:21.3,5,500,543,26000,26500,88.00%,40.56%,88.00%,88.00%,88.00%,87.96%,84.80%
51:13.3,1,500,545,26500,27000,83.00%,39.94%,83.00%,83.00%,83.00%,82.96%,83.00%
55:59.6,2,500,545,26500,27000,83.00%,47.52%,83.00%,83.00%,83.00%,82.79%,83.00%
00:49.0,3,500,545,26500,27000,81.00%,45.90%,81.00%,81.00%,81.00%,80.12%,82.33%
05:35.6,4,500,545,26500,27000,83.00%,47.98%,83.00%,83.00%,83.00%,83.00%,82.50%
10:22.9,5,500,545,26500,27000,79.00%,46.81%,79.00%,79.00%,79.00%,78.95%,81.80%
15:11.8,1,500,538,27000,27500,78.00%,53.03%,78.00%,78.00%,78.00%,76.66%,78.00%
19:55.9,2,500,538,27000,27500,78.00%,52.82%,78.00%,78.00%,78.00%,77.68%,78.00%
24:39.8,3,500,538,27000,27500,83.00%,39.82%,83.00%,83.00%,83.00%,82.96%,79.67%
29:25.7,4,500,538,27000,27500,85.00%,47.76%,85.00%,85.00%,85.00%,84.99%,81.00%
34:09.8,5,500,538,27000,27500,82.00%,52.35%,82.00%,82.00%,82.00%,81.97%,81.20%
38:58.5,1,500,539,27500,28000,89.00%,26.92%,89.00%,89.00%,89.00%,88.97%,89.00%
43:43.0,2,500,539,27500,28000,89.00%,23.10%,89.00%,89.00%,89.00%,88.99%,89.00%
48:28.2,3,500,539,27500,28000,92.00%,23.90%,92.00%,92.00%,92.00%,91.95%,90.00%
53:12.2,4,500,539,27500,28000,85.00%,31.11%,85.00%,85.00%,85.00%,85.00%,88.75%
57:57.4,5,500,539,27500,28000,85.00%,35.77%,85.00%,85.00%,85.00%,84.44%,88.00%
02:45.9,1,500,540,28000,28500,88.00%,31.77%,88.00%,88.00%,88.00%,87.82%,88.00%
07:29.5,2,500,540,28000,28500,86.00%,35.14%,86.00%,86.00%,86.00%,85.98%,87.00%
12:13.8,3,500,540,28000,28500,90.00%,35.34%,90.00%,90.00%,90.00%,89.90%,88.00%
16:58.5,4,500,540,28000,28500,81.00%,46.41%,81.00%,81.00%,81.00%,80.95%,86.25%
21:42.8,5,500,540,28000,28500,89.00%,36.68%,89.00%,89.00%,89.00%,88.81%,86.80%
26:30.5,1,500,535,28500,29000,80.00%,47.53%,80.00%,80.00%,80.00%,79.87%,80.00%
31:14.8,2,500,535,28500,29000,88.00%,37.02%,88.00%,88.00%,88.00%,88.00%,84.00%
35:58.2,3,500,535,28500,29000,80.00%,49.78%,80.00%,80.00%,80.00%,79.93%,82.67%
40:41.6,4,500,535,28500,29000,75.00%,63.60%,75.00%,75.00%,75.00%,73.33%,80.75%
45:24.8,5,500,535,28500,29000,86.00%,39.45%,86.00%,86.00%,86.00%,85.99%,81.80%
50:12.3,1,500,536,29000,29500,78.00%,47.38%,78.00%,78.00%,78.00%,76.13%,78.00%
54:56.2,2,500,536,29000,29500,85.00%,41.10%,85.00%,85.00%,85.00%,84.44%,81.50%
59:39.7,3,500,536,29000,29500,79.00%,43.08%,79.00%,79.00%,79.00%,77.07%,80.67%
04:24.7,4,500,536,29000,29500,87.00%,45.13%,87.00%,87.00%,87.00%,86.61%,82.25%
09:08.1,5,500,536,29000,29500,82.00%,46.09%,82.00%,82.00%,82.00%,80.69%,82.20%
13:58.9,1,500,546,29500,30000,81.00%,40.90%,81.00%,81.00%,81.00%,80.95%,81.00%
18:46.1,2,500,546,29500,30000,85.00%,54.55%,85.00%,85.00%,85.00%,84.65%,83.00%
23:33.5,3,500,546,29500,30000,79.00%,50.10%,79.00%,79.00%,79.00%,78.98%,81.67%
28:19.6,4,500,546,29500,30000,85.00%,37.60%,85.00%,85.00%,85.00%,84.31%,82.50%
33:06.6,5,500,546,29500,30000,79.00%,59.09%,79.00%,79.00%,79.00%,78.90%,81.80%
37:57.3,1,500,544,30000,30500,84.00%,30.48%,84.00%,84.00%,84.00%,83.84%,84.00%
42:44.6,2,500,544,30000,30500,82.00%,42.57%,82.00%,82.00%,82.00%,81.99%,83.00%
47:31.3,3,500,544,30000,30500,85.00%,33.69%,85.00%,85.00%,85.00%,84.99%,83.67%
52:18.6,4,500,544,30000,30500,79.00%,50.01%,79.00%,79.00%,79.00%,78.83%,82.50%
57:06.0,5,500,544,30000,30500,84.00%,34.11%,84.00%,84.00%,84.00%,84.00%,82.80%
01:59.2,1,500,549,30500,31000,75.00%,51.66%,75.00%,75.00%,75.00%,71.94%,75.00%
06:49.8,2,500,549,30500,31000,89.00%,32.11%,89.00%,89.00%,89.00%,89.00%,82.00%
11:39.5,3,500,549,30500,31000,87.00%,44.72%,87.00%,87.00%,87.00%,86.97%,83.67%
16:27.8,4,500,549,30500,31000,87.00%,28.33%,87.00%,87.00%,87.00%,86.99%,84.50%
21:17.0,5,500,549,30500,31000,90.00%,28.24%,90.00%,90.00%,90.00%,90.00%,85.60%
26:13.3,1,500,557,31000,31500,82.00%,42.81%,82.00%,82.00%,82.00%,81.64%,82.00%
31:05.2,2,500,557,31000,31500,85.00%,40.69%,85.00%,85.00%,85.00%,84.44%,83.50%
35:57.6,3,500,557,31000,31500,80.00%,53.56%,80.00%,80.00%,80.00%,79.60%,82.33%
40:49.6,4,500,557,31000,31500,86.00%,39.35%,86.00%,86.00%,86.00%,85.29%,83.25%
45:42.3,5,500,557,31000,31500,87.00%,38.30%,87.00%,87.00%,87.00%,85.62%,84.00%
50:30.5,1,500,538,31500,32000,82.00%,44.16%,82.00%,82.00%,82.00%,81.99%,82.00%
55:14.7,2,500,538,31500,32000,73.00%,53.65%,73.00%,73.00%,73.00%,70.13%,77.50%
59:59.5,3,500,538,31500,32000,78.00%,49.35%,78.00%,78.00%,78.00%,77.68%,77.67%
04:44.1,4,500,538,31500,32000,86.00%,41.39%,86.00%,86.00%,86.00%,86.00%,79.75%
09:28.9,5,500,538,31500,32000,68.00%,74.02%,68.00%,68.00%,68.00%,65.28%,77.40%
14:18.5,1,500,541,32000,32500,85.00%,36.44%,85.00%,85.00%,85.00%,84.96%,85.00%
19:05.1,2,500,541,32000,32500,73.00%,44.56%,73.00%,73.00%,73.00%,72.67%,79.00%
23:51.2,3,500,541,32000,32500,74.00%,53.47%,74.00%,74.00%,74.00%,73.83%,77.33%
28:37.4,4,500,541,32000,32500,83.00%,45.10%,83.00%,83.00%,83.00%,82.98%,78.75%
33:25.2,5,500,541,32000,32500,79.00%,59.71%,79.00%,79.00%,79.00%,77.07%,78.80%
38:12.9,1,500,539,32500,33000,80.00%,49.75%,80.00%,80.00%,80.00%,79.99%,80.00%
42:58.9,2,500,539,32500,33000,78.00%,64.44%,78.00%,78.00%,78.00%,77.08%,79.00%
47:43.7,3,500,539,32500,33000,83.00%,51.09%,83.00%,83.00%,83.00%,82.79%,80.33%
52:28.6,4,500,539,32500,33000,70.00%,56.04%,70.00%,70.00%,70.00%,69.40%,77.75%
57:13.4,5,500,539,32500,33000,80.00%,41.38%,80.00%,80.00%,80.00%,78.78%,78.20%
02:05.7,1,500,544,33000,33500,82.00%,45.61%,82.00%,82.00%,82.00%,81.99%,82.00%
06:51.6,2,500,544,33000,33500,83.00%,52.47%,83.00%,83.00%,83.00%,83.00%,82.50%
11:38.2,3,500,544,33000,33500,86.00%,42.96%,86.00%,86.00%,86.00%,85.80%,83.67%
16:25.9,4,500,544,33000,33500,78.00%,53.97%,78.00%,78.00%,78.00%,77.92%,82.25%
21:13.2,5,500,544,33000,33500,81.00%,39.68%,81.00%,81.00%,81.00%,81.00%,82.00%
26:07.4,1,500,551,33500,34000,87.00%,28.62%,87.00%,87.00%,87.00%,86.94%,87.00%
30:57.1,2,500,551,33500,34000,85.00%,43.91%,85.00%,85.00%,85.00%,84.55%,86.00%
35:46.5,3,500,551,33500,34000,85.00%,31.68%,85.00%,85.00%,85.00%,84.65%,85.67%
40:35.4,4,500,551,33500,34000,78.00%,54.32%,78.00%,78.00%,78.00%,77.42%,83.75%
45:25.6,5,500,551,33500,34000,90.00%,28.55%,90.00%,90.00%,90.00%,89.96%,85.00%
50:09.3,1,500,531,34000,34500,80.00%,64.00%,80.00%,80.00%,80.00%,79.80%,80.00%
54:50.5,2,500,531,34000,34500,80.00%,40.31%,80.00%,80.00%,80.00%,79.47%,80.00%
59:32.5,3,500,531,34000,34500,81.00%,42.27%,81.00%,81.00%,81.00%,80.84%,80.33%
04:13.6,4,500,531,34000,34500,81.00%,34.99%,81.00%,81.00%,81.00%,80.12%,80.50%
08:55.0,5,500,531,34000,34500,86.00%,28.96%,86.00%,86.00%,86.00%,85.53%,81.60%
13:50.8,1,500,557,34500,35000,84.00%,36.04%,84.00%,84.00%,84.00%,81.62%,84.00%
18:42.7,2,500,557,34500,35000,90.00%,27.14%,90.00%,90.00%,90.00%,89.39%,87.00%
23:34.7,3,500,557,34500,35000,71.00%,66.12%,71.00%,71.00%,71.00%,70.97%,81.67%
28:26.9,4,500,557,34500,35000,86.00%,35.15%,86.00%,86.00%,86.00%,85.29%,82.75%
33:19.0,5,500,557,34500,35000,90.00%,27.35%,90.00%,90.00%,90.00%,89.27%,84.20%
38:10.3,1,500,547,35000,35500,89.00%,29.14%,89.00%,89.00%,89.00%,88.67%,89.00%
42:58.8,2,500,547,35000,35500,84.00%,50.70%,84.00%,84.00%,84.00%,83.02%,86.50%
47:48.8,3,500,547,35000,35500,78.00%,73.64%,78.00%,78.00%,78.00%,77.96%,83.67%
52:38.5,4,500,547,35000,35500,83.00%,39.20%,83.00%,83.00%,83.00%,83.00%,83.50%
57:25.3,5,500,547,35000,35500,84.00%,39.60%,84.00%,84.00%,84.00%,83.90%,83.60%
02:16.4,1,500,545,35500,36000,76.00%,45.18%,76.00%,76.00%,76.00%,74.26%,76.00%
07:05.0,2,500,545,35500,36000,93.00%,22.21%,93.00%,93.00%,93.00%,93.00%,84.50%
11:51.9,3,500,545,35500,36000,65.00%,66.27%,65.00%,65.00%,65.00%,61.79%,78.00%
16:39.3,4,500,545,35500,36000,67.00%,83.09%,67.00%,67.00%,67.00%,63.49%,75.25%
21:26.2,5,500,545,35500,36000,88.00%,33.46%,88.00%,88.00%,88.00%,87.92%,77.80%
26:17.0,1,500,543,36000,36500,86.00%,36.63%,86.00%,86.00%,86.00%,85.80%,86.00%
31:03.5,2,500,543,36000,36500,86.00%,37.78%,86.00%,86.00%,86.00%,84.98%,86.00%
35:50.1,3,500,543,36000,36500,88.00%,38.24%,88.00%,88.00%,88.00%,87.50%,86.67%
40:36.9,4,500,543,36000,36500,77.00%,57.57%,77.00%,77.00%,77.00%,77.00%,84.25%
45:23.6,5,500,543,36000,36500,77.00%,48.81%,77.00%,77.00%,77.00%,76.89%,82.80%
50:17.4,1,500,550,36500,37000,90.00%,30.35%,90.00%,90.00%,90.00%,90.00%,90.00%
55:07.4,2,500,550,36500,37000,68.00%,78.15%,68.00%,68.00%,68.00%,64.35%,79.00%
59:57.4,3,500,550,36500,37000,79.00%,44.40%,79.00%,79.00%,79.00%,78.74%,79.00%
04:47.9,4,500,550,36500,37000,81.00%,55.21%,81.00%,81.00%,81.00%,80.77%,79.50%
09:36.7,5,500,550,36500,37000,83.00%,34.34%,83.00%,83.00%,83.00%,82.86%,80.20%
14:25.4,1,500,540,37000,37500,83.00%,42.59%,83.00%,83.00%,83.00%,83.00%,83.00%
19:11.1,2,500,540,37000,37500,89.00%,35.33%,89.00%,89.00%,89.00%,88.97%,86.00%
23:54.9,3,500,540,37000,37500,83.00%,50.27%,83.00%,83.00%,83.00%,82.49%,85.00%
28:40.2,4,500,540,37000,37500,87.00%,37.84%,87.00%,87.00%,87.00%,87.00%,85.50%
33:25.6,5,500,540,37000,37500,78.00%,55.79%,78.00%,78.00%,78.00%,77.42%,84.00%
38:11.6,1,500,531,37500,38000,85.00%,40.67%,85.00%,85.00%,85.00%,84.31%,85.00%
42:53.3,2,500,531,37500,38000,77.00%,64.38%,77.00%,77.00%,77.00%,72.35%,81.00%
47:34.8,3,500,531,37500,38000,85.00%,31.23%,85.00%,85.00%,85.00%,84.44%,82.33%
52:16.3,4,500,531,37500,38000,80.00%,47.49%,80.00%,80.00%,80.00%,79.87%,81.75%
56:57.8,5,500,531,37500,38000,87.00%,29.75%,87.00%,87.00%,87.00%,86.51%,82.80%
01:49.0,1,500,545,38000,38500,90.00%,29.86%,90.00%,90.00%,90.00%,89.90%,90.00%
06:35.9,2,500,545,38000,38500,89.00%,30.41%,89.00%,89.00%,89.00%,88.95%,89.50%
11:23.0,3,500,545,38000,38500,87.00%,27.62%,87.00%,87.00%,87.00%,86.84%,88.67%
16:15.9,4,500,545,38000,38500,66.00%,74.17%,66.00%,66.00%,66.00%,59.52%,83.00%
21:04.1,5,500,545,38000,38500,90.00%,27.71%,90.00%,90.00%,90.00%,89.94%,84.40%
25:50.5,1,500,533,38500,39000,85.00%,35.98%,85.00%,85.00%,85.00%,84.96%,85.00%
30:33.9,2,500,533,38500,39000,66.00%,64.92%,66.00%,66.00%,66.00%,60.94%,75.50%
35:17.1,3,500,533,38500,39000,85.00%,44.25%,85.00%,85.00%,85.00%,84.93%,78.67%
39:59.6,4,500,533,38500,39000,85.00%,35.19%,85.00%,85.00%,85.00%,84.93%,80.25%
44:42.5,5,500,533,38500,39000,83.00%,34.86%,83.00%,83.00%,83.00%,82.92%,80.80%
49:33.3,1,500,542,39000,39500,75.00%,73.10%,75.00%,75.00%,75.00%,73.60%,75.00%
54:21.0,2,500,542,39000,39500,90.00%,28.68%,90.00%,90.00%,90.00%,89.96%,82.50%
59:06.4,3,500,542,39000,39500,65.00%,83.30%,65.00%,65.00%,65.00%,60.11%,76.67%
03:52.7,4,500,542,39000,39500,90.00%,40.18%,90.00%,90.00%,90.00%,89.90%,80.00%
08:39.3,5,500,542,39000,39500,85.00%,34.60%,85.00%,85.00%,85.00%,84.82%,81.00%
13:30.1,1,500,544,39500,40000,85.00%,35.98%,85.00%,85.00%,85.00%,84.74%,85.00%
18:17.2,2,500,544,39500,40000,88.00%,38.17%,88.00%,88.00%,88.00%,87.96%,86.50%
23:05.7,3,500,544,39500,40000,80.00%,47.82%,80.00%,80.00%,80.00%,79.60%,84.33%
27:51.5,4,500,544,39500,40000,86.00%,41.47%,86.00%,86.00%,86.00%,85.98%,84.75%
32:38.2,5,500,544,39500,40000,85.00%,35.70%,85.00%,85.00%,85.00%,84.96%,84.80%
37:26.6,1,500,537,40000,40500,83.00%,38.06%,83.00%,83.00%,83.00%,82.98%,83.00%
42:10.7,2,500,537,40000,40500,80.00%,39.40%,80.00%,80.00%,80.00%,79.93%,81.50%
46:54.3,3,500,537,40000,40500,85.00%,50.25%,85.00%,85.00%,85.00%,84.93%,82.67%
51:40.4,4,500,537,40000,40500,79.00%,49.31%,79.00%,79.00%,79.00%,78.52%,81.75%
56:24.0,5,500,537,40000,40500,84.00%,42.08%,84.00%,84.00%,84.00%,83.97%,82.20%
01:12.5,1,500,537,40500,41000,75.00%,62.53%,75.00%,75.00%,75.00%,74.88%,75.00%
05:56.9,2,500,537,40500,41000,79.00%,40.45%,79.00%,79.00%,79.00%,76.07%,77.00%
10:41.6,3,500,537,40500,41000,84.00%,35.59%,84.00%,84.00%,84.00%,83.97%,79.33%
15:26.4,4,500,537,40500,41000,85.00%,32.13%,85.00%,85.00%,85.00%,84.55%,80.75%
20:11.9,5,500,537,40500,41000,85.00%,32.61%,85.00%,85.00%,85.00%,83.17%,81.60%
25:00.6,1,500,540,41000,41500,89.00%,32.70%,89.00%,89.00%,89.00%,88.27%,89.00%
29:45.6,2,500,540,41000,41500,82.00%,43.78%,82.00%,82.00%,82.00%,81.97%,85.50%
34:31.0,3,500,540,41000,41500,85.00%,40.81%,85.00%,85.00%,85.00%,84.31%,85.33%
39:15.5,4,500,540,41000,41500,83.00%,42.33%,83.00%,83.00%,83.00%,82.98%,84.75%
44:01.3,5,500,540,41000,41500,78.00%,50.18%,78.00%,78.00%,78.00%,75.12%,83.40%
48:47.4,1,500,533,41500,42000,75.00%,49.25%,75.00%,75.00%,75.00%,71.51%,75.00%
53:30.0,2,500,533,41500,42000,85.00%,41.09%,85.00%,85.00%,85.00%,85.00%,80.00%
58:12.6,3,500,533,41500,42000,80.00%,44.00%,80.00%,80.00%,80.00%,79.93%,80.00%
02:56.2,4,500,533,41500,42000,89.00%,29.20%,89.00%,89.00%,89.00%,88.95%,82.25%
07:38.7,5,500,533,41500,42000,86.00%,42.20%,86.00%,86.00%,86.00%,85.42%,83.00%
12:27.5,1,500,539,42000,42500,89.00%,25.29%,89.00%,89.00%,89.00%,88.97%,89.00%
17:14.0,2,500,539,42000,42500,82.00%,62.43%,82.00%,82.00%,82.00%,81.64%,85.50%
21:58.3,3,500,539,42000,42500,81.00%,40.68%,81.00%,81.00%,81.00%,80.12%,84.00%
26:43.9,4,500,539,42000,42500,85.00%,43.21%,85.00%,85.00%,85.00%,84.88%,84.25%
31:29.9,5,500,539,42000,42500,86.00%,35.43%,86.00%,86.00%,86.00%,85.95%,84.60%
36:21.5,1,500,546,42500,43000,84.00%,42.00%,84.00%,84.00%,84.00%,83.58%,84.00%
41:09.2,2,500,546,42500,43000,82.00%,48.45%,82.00%,82.00%,82.00%,81.40%,83.00%
45:57.1,3,500,546,42500,43000,74.00%,81.56%,74.00%,74.00%,74.00%,73.48%,80.00%
50:45.1,4,500,546,42500,43000,79.00%,50.60%,79.00%,79.00%,79.00%,78.90%,79.75%
55:30.3,5,500,546,42500,43000,77.00%,72.65%,77.00%,77.00%,77.00%,76.81%,79.20%
00:15.0,1,500,528,43000,43500,81.00%,39.92%,81.00%,81.00%,81.00%,80.91%,81.00%
04:53.6,2,500,528,43000,43500,68.00%,84.13%,68.00%,68.00%,68.00%,67.36%,74.50%
09:32.7,3,500,528,43000,43500,84.00%,38.37%,84.00%,84.00%,84.00%,83.94%,77.67%
14:12.9,4,500,528,43000,43500,77.00%,49.04%,77.00%,77.00%,77.00%,74.89%,77.50%
18:52.0,5,500,528,43000,43500,82.00%,41.08%,82.00%,82.00%,82.00%,81.08%,78.40%
23:40.1,1,500,538,43500,44000,85.00%,32.46%,85.00%,85.00%,85.00%,83.62%,85.00%
28:24.7,2,500,538,43500,44000,85.00%,32.82%,85.00%,85.00%,85.00%,83.41%,85.00%
33:08.7,3,500,538,43500,44000,87.00%,29.48%,87.00%,87.00%,87.00%,86.13%,85.67%
37:54.1,4,500,538,43500,44000,84.00%,36.39%,84.00%,84.00%,84.00%,82.42%,85.25%
42:37.4,5,500,538,43500,44000,87.00%,27.45%,87.00%,87.00%,87.00%,85.41%,85.60%
47:26.0,1,500,537,44000,44500,81.00%,55.18%,81.00%,81.00%,81.00%,80.91%,81.00%
52:10.2,2,500,537,44000,44500,80.00%,47.92%,80.00%,80.00%,80.00%,79.99%,80.50%
56:54.3,3,500,537,44000,44500,78.00%,54.37%,78.00%,78.00%,78.00%,77.86%,79.67%
01:38.4,4,500,537,44000,44500,81.00%,43.15%,81.00%,81.00%,81.00%,80.98%,80.00%
06:22.4,5,500,537,44000,44500,82.00%,51.24%,82.00%,82.00%,82.00%,81.82%,80.40%
11:13.5,1,500,544,44500,45000,91.00%,28.78%,91.00%,91.00%,91.00%,90.85%,91.00%
16:01.0,2,500,544,44500,45000,89.00%,30.63%,89.00%,89.00%,89.00%,88.59%,90.00%
20:48.1,3,500,544,44500,45000,88.00%,33.27%,88.00%,88.00%,88.00%,88.00%,89.33%
25:35.4,4,500,544,44500,45000,90.00%,30.00%,90.00%,90.00%,90.00%,89.94%,89.50%
30:23.7,5,500,544,44500,45000,82.00%,40.11%,82.00%,82.00%,82.00%,81.97%,88.00%
35:15.8,1,500,549,45000,45500,68.00%,85.21%,68.00%,68.00%,68.00%,67.88%,68.00%
40:04.7,2,500,549,45000,45500,79.00%,57.23%,79.00%,79.00%,79.00%,78.83%,73.50%
44:53.5,3,500,549,45000,45500,69.00%,98.15%,69.00%,69.00%,69.00%,69.00%,72.00%
49:42.4,4,500,549,45000,45500,81.00%,40.41%,81.00%,81.00%,81.00%,79.51%,74.25%
54:31.1,5,500,549,45000,45500,79.00%,51.10%,79.00%,79.00%,79.00%,78.74%,75.20%
59:22.0,1,500,546,45500,46000,86.00%,29.78%,86.00%,86.00%,86.00%,85.72%,86.00%
04:07.9,2,500,546,45500,46000,83.00%,38.54%,83.00%,83.00%,83.00%,82.98%,84.50%
08:54.1,3,500,546,45500,46000,81.00%,45.84%,81.00%,81.00%,81.00%,80.84%,83.33%
13:41.8,4,500,546,45500,46000,84.00%,32.19%,84.00%,84.00%,84.00%,83.33%,83.50%
18:27.1,5,500,546,45500,46000,50.00%,70.93%,50.00%,50.00%,50.00%,41.56%,76.80%
23:18.6,1,500,547,46000,46500,83.00%,44.08%,83.00%,83.00%,83.00%,82.49%,83.00%
28:07.1,2,500,547,46000,46500,78.00%,80.72%,78.00%,78.00%,78.00%,76.40%,80.50%
32:53.3,3,500,547,46000,46500,80.00%,54.54%,80.00%,80.00%,80.00%,79.60%,80.33%
37:41.2,4,500,547,46000,46500,87.00%,38.65%,87.00%,87.00%,87.00%,86.89%,82.00%
42:28.7,5,500,547,46000,46500,84.00%,38.35%,84.00%,84.00%,84.00%,83.90%,82.40%
47:09.3,1,500,522,46500,47000,86.00%,36.09%,86.00%,86.00%,86.00%,85.99%,86.00%
51:45.0,2,500,522,46500,47000,89.00%,31.21%,89.00%,89.00%,89.00%,88.75%,87.50%
56:21.5,3,500,522,46500,47000,90.00%,29.44%,90.00%,90.00%,90.00%,89.90%,88.33%
00:57.3,4,500,522,46500,47000,85.00%,35.52%,85.00%,85.00%,85.00%,84.88%,87.50%
05:32.6,5,500,522,46500,47000,84.00%,35.88%,84.00%,84.00%,84.00%,84.00%,86.80%
10:18.2,1,500,534,47000,47500,77.00%,57.22%,77.00%,77.00%,77.00%,75.47%,77.00%
14:59.3,2,500,534,47000,47500,85.00%,41.38%,85.00%,85.00%,85.00%,84.88%,81.00%
19:40.7,3,500,534,47000,47500,86.00%,36.86%,86.00%,86.00%,86.00%,85.63%,82.67%
24:22.3,4,500,534,47000,47500,92.00%,30.21%,92.00%,92.00%,92.00%,91.99%,85.00%
29:04.2,5,500,534,47000,47500,86.00%,30.51%,86.00%,86.00%,86.00%,85.99%,85.20%
33:53.3,1,500,542,47500,48000,79.00%,44.12%,79.00%,79.00%,79.00%,78.98%,79.00%
38:37.9,2,500,542,47500,48000,85.00%,38.44%,85.00%,85.00%,85.00%,84.65%,82.00%
43:23.6,3,500,542,47500,48000,78.00%,62.44%,78.00%,78.00%,78.00%,76.66%,80.67%
48:09.1,4,500,542,47500,48000,89.00%,30.55%,89.00%,89.00%,89.00%,89.00%,82.75%
52:54.1,5,500,542,47500,48000,83.00%,34.96%,83.00%,83.00%,83.00%,82.92%,82.80%
57:46.9,1,500,550,48000,48500,82.00%,47.04%,82.00%,82.00%,82.00%,81.53%,82.00%
02:36.0,2,500,550,48000,48500,80.00%,47.18%,80.00%,80.00%,80.00%,79.87%,81.00%
07:25.2,3,500,550,48000,48500,88.00%,32.14%,88.00%,88.00%,88.00%,87.96%,83.33%
12:14.6,4,500,550,48000,48500,82.00%,43.77%,82.00%,82.00%,82.00%,81.97%,83.00%
17:03.4,5,500,550,48000,48500,81.00%,40.72%,81.00%,81.00%,81.00%,80.43%,82.60%
21:54.1,1,500,543,48500,49000,90.00%,26.78%,90.00%,90.00%,90.00%,89.94%,90.00%
26:41.2,2,500,543,48500,49000,88.00%,34.21%,88.00%,88.00%,88.00%,87.76%,89.00%
31:26.9,3,500,543,48500,49000,74.00%,57.13%,74.00%,74.00%,74.00%,71.43%,84.00%
36:13.0,4,500,543,48500,49000,91.00%,25.73%,91.00%,91.00%,91.00%,90.89%,85.75%
40:58.9,5,500,543,48500,49000,89.00%,25.93%,89.00%,89.00%,89.00%,88.99%,86.40%
45:50.7,1,500,546,49000,49500,80.00%,47.95%,80.00%,80.00%,80.00%,79.97%,80.00%
50:37.6,2,500,546,49000,49500,80.00%,49.20%,80.00%,80.00%,80.00%,79.87%,80.00%
55:24.3,3,500,546,49000,49500,82.00%,49.27%,82.00%,82.00%,82.00%,81.08%,80.67%
00:10.8,4,500,546,49000,49500,79.00%,59.74%,79.00%,79.00%,79.00%,78.98%,80.25%
04:57.3,5,500,546,49000,49500,78.00%,67.97%,78.00%,78.00%,78.00%,77.92%,79.80%
09:41.9,1,500,529,49500,50000,47.00%,70.11%,47.00%,47.00%,47.00%,31.97%,47.00%
14:23.7,2,500,529,49500,50000,86.00%,30.75%,86.00%,86.00%,86.00%,85.63%,66.50%
19:03.4,3,500,529,49500,50000,87.00%,30.87%,87.00%,87.00%,87.00%,86.70%,73.33%
23:43.8,4,500,529,49500,50000,70.00%,56.88%,70.00%,70.00%,70.00%,68.75%,72.50%
28:24.2,5,500,529,49500,50000,77.00%,64.32%,77.00%,77.00%,77.00%,76.32%,73.40%
36:02.3,1,1000,1077,0,1000,85.00%,36.99%,85.00%,85.00%,85.00%,84.70%,85.00%
44:47.2,2,1000,1077,0,1000,86.50%,39.37%,86.50%,86.50%,86.50%,86.35%,85.75%
53:30.1,3,1000,1077,0,1000,86.50%,34.89%,86.50%,86.50%,86.50%,86.42%,86.00%
02:12.7,4,1000,1077,0,1000,87.00%,31.03%,87.00%,87.00%,87.00%,86.94%,86.25%
10:57.4,5,1000,1077,0,1000,88.50%,28.11%,88.50%,88.50%,88.50%,88.49%,86.70%
19:42.3,1,1000,1072,1000,2000,86.50%,34.90%,86.50%,86.50%,86.50%,86.44%,86.50%
28:23.3,2,1000,1072,1000,2000,77.50%,71.24%,77.50%,77.50%,77.50%,76.06%,82.00%
37:06.0,3,1000,1072,1000,2000,86.00%,32.49%,86.00%,86.00%,86.00%,85.99%,83.33%
45:47.3,4,1000,1072,1000,2000,84.50%,41.76%,84.50%,84.50%,84.50%,84.21%,83.63%
54:28.3,5,1000,1072,1000,2000,88.00%,48.81%,88.00%,88.00%,88.00%,87.85%,84.50%
03:23.7,1,1000,1095,2000,3000,88.50%,33.58%,88.50%,88.50%,88.50%,88.40%,88.50%
12:14.3,2,1000,1095,2000,3000,85.50%,32.14%,85.50%,85.50%,85.50%,85.47%,87.00%
21:05.9,3,1000,1095,2000,3000,88.00%,35.83%,88.00%,88.00%,88.00%,88.00%,87.33%
29:56.8,4,1000,1095,2000,3000,89.00%,30.83%,89.00%,89.00%,89.00%,89.00%,87.75%
38:48.6,5,1000,1095,2000,3000,85.50%,48.97%,85.50%,85.50%,85.50%,85.23%,87.30%
47:47.0,1,1000,1082,3000,4000,89.50%,27.13%,89.50%,89.50%,89.50%,89.42%,89.50%
56:34.0,2,1000,1082,3000,4000,89.00%,28.80%,89.00%,89.00%,89.00%,88.97%,89.25%
05:20.8,3,1000,1082,3000,4000,88.00%,30.46%,88.00%,88.00%,88.00%,87.90%,88.83%
14:06.7,4,1000,1082,3000,4000,85.50%,31.91%,85.50%,85.50%,85.50%,85.37%,88.00%
22:52.0,5,1000,1082,3000,4000,91.00%,22.14%,91.00%,91.00%,91.00%,91.00%,88.60%
31:39.1,1,1000,1071,4000,5000,89.00%,28.56%,89.00%,89.00%,89.00%,88.98%,89.00%
40:20.1,2,1000,1071,4000,5000,84.50%,33.23%,84.50%,84.50%,84.50%,84.33%,86.75%
49:01.4,3,1000,1071,4000,5000,79.00%,41.26%,79.00%,79.00%,79.00%,78.64%,84.17%
57:43.1,4,1000,1071,4000,5000,87.00%,34.53%,87.00%,87.00%,87.00%,86.74%,84.88%
